"GID","Breeding Cycle","Managed_Treatment","Grain_Yield_BLUE"
6931889,"2013-14","Heat",2.12354408507537
6931889,"2013-14","Severe Drought",2.19423345422494
6931889,"2013-14","Optimal Flat",5.93706165666131
6931896,"2013-14","Moderate Drought",3.21568404268017
6931896,"2013-14","Optimal Bed",6.28252534374599
6931896,"2013-14","Heat",1.81625339078085
6931896,"2013-14","Severe Drought",1.25195782518487
6931896,"2013-14","Optimal Flat",6.43753951167965
6932000,"2013-14","Moderate Drought",3.54775003426859
6932000,"2013-14","Optimal Bed",6.16080047957558
6932000,"2013-14","Heat",2.23992746955319
6932000,"2013-14","Severe Drought",1.86374220231412
6932000,"2013-14","Optimal Flat",6.00067391171679
6932009,"2013-14","Moderate Drought",3.98897302147652
6932009,"2013-14","Optimal Bed",6.75104908730443
6932009,"2013-14","Heat",1.86934914936415
6932009,"2013-14","Severe Drought",2.42795458036246
6932009,"2013-14","Optimal Flat",6.63446524300753
6932344,"2013-14","Moderate Drought",3.71290038796865
6932344,"2013-14","Optimal Bed",6.50758637438853
6932344,"2013-14","Heat",2.74657507635974
6932344,"2013-14","Severe Drought",2.5356062962365
6932344,"2013-14","Optimal Flat",5.73941386505935
6932347,"2013-14","Moderate Drought",3.76008377374014
6932347,"2013-14","Optimal Bed",6.07979316065555
6932347,"2013-14","Heat",2.72972996437666
6932347,"2013-14","Severe Drought",2.29268777138733
6932347,"2013-14","Optimal Flat",6.40522132989843
6932355,"2013-14","Moderate Drought",4.13979523261908
6932355,"2013-14","Optimal Bed",6.65883579080206
6932355,"2013-14","Heat",2.91442182572677
6932355,"2013-14","Severe Drought",2.49456768192852
6932355,"2013-14","Optimal Flat",6.8022987496244
6932356,"2013-14","Moderate Drought",3.87367540126441
6932356,"2013-14","Optimal Bed",6.72053390651125
6932356,"2013-14","Heat",2.81573761591083
6932356,"2013-14","Severe Drought",2.00980835418768
6932356,"2013-14","Optimal Flat",6.54244287886155
6932358,"2013-14","Moderate Drought",3.82744855174037
6932358,"2013-14","Optimal Bed",6.91116148040606
6932358,"2013-14","Heat",2.62487623166601
6932358,"2013-14","Severe Drought",2.1644479220416
6932358,"2013-14","Optimal Flat",6.42871478923424
6932359,"2013-14","Moderate Drought",3.47105024840704
6932359,"2013-14","Optimal Bed",6.86651817707273
6932359,"2013-14","Heat",2.66951892833268
6932359,"2013-14","Severe Drought",2.49842261870826
6932359,"2013-14","Optimal Flat",6.91532415256757
6932388,"2013-14","Moderate Drought",3.55245724281769
6932388,"2013-14","Optimal Bed",5.18835726742734
6932388,"2013-14","Heat",2.24003318488369
6932388,"2013-14","Severe Drought",2.16780313588337
6932388,"2013-14","Optimal Flat",6.43697863188226
6932398,"2013-14","Moderate Drought",4.03815155693128
6932398,"2013-14","Optimal Bed",5.56277096534267
6932398,"2013-14","Heat",2.56918328581857
6932398,"2013-14","Severe Drought",2.34846432862234
6932398,"2013-14","Optimal Flat",5.73885010850858
6932401,"2013-14","Moderate Drought",3.79205910777838
6932401,"2013-14","Optimal Bed",6.57828731331134
6932401,"2013-14","Heat",3.13300771237841
6932401,"2013-14","Severe Drought",2.25633518245756
6932401,"2013-14","Optimal Flat",6.38925927548564
6932403,"2013-14","Moderate Drought",3.57759095380792
6932403,"2013-14","Optimal Bed",5.86382575688449
6932403,"2013-14","Heat",2.49915608279469
6932403,"2013-14","Severe Drought",1.67801733786375
6932403,"2013-14","Optimal Flat",5.85043074391239
6932411,"2013-14","Moderate Drought",3.4401983741699
6932411,"2013-14","Optimal Bed",5.96428114400469
6932411,"2013-14","Heat",2.57580472256188
6932411,"2013-14","Severe Drought",1.84175461949078
6932411,"2013-14","Optimal Flat",6.41120710894879
6932413,"2013-14","Moderate Drought",3.42098380822152
6932413,"2013-14","Optimal Bed",5.64629548453462
6932413,"2013-14","Heat",1.84667897945568
6932413,"2013-14","Severe Drought",1.86825448125818
6932413,"2013-14","Optimal Flat",5.91288935119127
6932418,"2013-14","Moderate Drought",3.8977826437376
6932418,"2013-14","Optimal Bed",6.40958615149892
6932418,"2013-14","Heat",2.76507543249831
6932418,"2013-14","Severe Drought",2.41429607806171
6932418,"2013-14","Optimal Flat",6.28457157920263
6932429,"2013-14","Moderate Drought",3.76522836318665
6932429,"2013-14","Optimal Bed",6.27060046369506
6932429,"2013-14","Heat",2.60787125902089
6932429,"2013-14","Severe Drought",2.60689484204319
6932429,"2013-14","Optimal Flat",6.15637069895876
6932489,"2013-14","Moderate Drought",3.93444787729452
6932489,"2013-14","Optimal Bed",6.52543551295991
6932489,"2013-14","Heat",2.82785317932232
6932489,"2013-14","Severe Drought",2.23614931275498
6932489,"2013-14","Optimal Flat",6.69121224172179
6932500,"2013-14","Moderate Drought",3.3775110000158
6932500,"2013-14","Optimal Bed",6.07372571484156
6932500,"2013-14","Heat",2.32979647494014
6932500,"2013-14","Severe Drought",2.06495915452699
6932500,"2013-14","Optimal Flat",6.50313986073436
6932505,"2013-14","Moderate Drought",3.73983469842513
6932505,"2013-14","Optimal Bed",6.24682614031528
6932505,"2013-14","Heat",2.09166433115204
6932505,"2013-14","Severe Drought",2.08259707432062
6932505,"2013-14","Optimal Flat",6.21030108056715
6932507,"2013-14","Moderate Drought",3.43018224526601
6932507,"2013-14","Optimal Bed",6.1101641139625
6932507,"2013-14","Heat",2.64375012031306
6932507,"2013-14","Severe Drought",1.60407881561783
6932507,"2013-14","Optimal Flat",6.92683812485409
6932510,"2013-14","Moderate Drought",3.69657904759367
6932510,"2013-14","Optimal Bed",5.96976884237927
6932510,"2013-14","Heat",2.43270697961311
6932510,"2013-14","Severe Drought",1.77872375840952
6932510,"2013-14","Optimal Flat",6.43342291179198
6932511,"2013-14","Moderate Drought",3.4786709835936
6932511,"2013-14","Optimal Bed",6.05525679342881
6932511,"2013-14","Heat",2.1567804688169
6932511,"2013-14","Severe Drought",1.58535290028887
6932511,"2013-14","Optimal Flat",6.34902087176027
6932512,"2013-14","Moderate Drought",3.73557648488855
6932512,"2013-14","Optimal Bed",6.3005888757503
6932512,"2013-14","Heat",2.34003107553857
6932512,"2013-14","Severe Drought",1.93376133671794
6932512,"2013-14","Optimal Flat",6.73175307843495
6932513,"2013-14","Moderate Drought",4.03398234084404
6932513,"2013-14","Optimal Bed",6.43984636581281
6932513,"2013-14","Heat",2.62387140677954
6932513,"2013-14","Severe Drought",2.00198324746908
6932513,"2013-14","Optimal Flat",6.62000268057308
6932516,"2013-14","Moderate Drought",3.06263958462411
6932516,"2013-14","Optimal Bed",6.3160640693904
6932516,"2013-14","Heat",2.85124954055254
6932516,"2013-14","Severe Drought",1.57122375966245
6932516,"2013-14","Optimal Flat",6.59342911282144
6932534,"2013-14","Moderate Drought",4.18786773831759
6932534,"2013-14","Optimal Bed",5.93884696702449
6932534,"2013-14","Heat",2.44368570920543
6932534,"2013-14","Severe Drought",2.40544565445896
6932534,"2013-14","Optimal Flat",6.39320986000951
6932535,"2013-14","Moderate Drought",3.54129040498426
6932535,"2013-14","Optimal Bed",5.48795399702449
6932535,"2013-14","Heat",1.26065007253877
6932535,"2013-14","Severe Drought",1.03172765445896
6932535,"2013-14","Optimal Flat",6.27583089000951
6932540,"2013-14","Moderate Drought",3.55314147106244
6932540,"2013-14","Optimal Bed",6.09910152237494
6932540,"2013-14","Heat",1.69781732838586
6932540,"2013-14","Severe Drought",2.1458653933399
6932540,"2013-14","Optimal Flat",6.62221702618946
6932576,"2013-14","Moderate Drought",4.1235094083052
6932576,"2013-14","Optimal Bed",6.86916628013742
6932576,"2013-14","Heat",2.42896260696149
6932576,"2013-14","Severe Drought",2.28337502281494
6932576,"2013-14","Optimal Flat",6.66229906877859
6932577,"2013-14","Moderate Drought",3.91887258440667
6932577,"2013-14","Optimal Bed",6.42967388213408
6932577,"2013-14","Heat",2.46818946691656
6932577,"2013-14","Severe Drought",2.20067793097928
6932577,"2013-14","Optimal Flat",6.65901813163016
6932583,"2013-14","Moderate Drought",3.26567282962065
6932583,"2013-14","Optimal Bed",6.04645335342794
6932583,"2013-14","Heat",2.30476220314537
6932583,"2013-14","Severe Drought",2.20263295743141
6932583,"2013-14","Optimal Flat",6.56827360338568
6932597,"2013-14","Moderate Drought",4.2384802009474
6932597,"2013-14","Optimal Bed",6.0717555528194
6932597,"2013-14","Heat",2.04100901679319
6932597,"2013-14","Severe Drought",2.7311944286871
6932597,"2013-14","Optimal Flat",6.63343257733506
6932619,"2013-14","Moderate Drought",3.47367450745028
6932619,"2013-14","Optimal Bed",5.83423432374346
6932619,"2013-14","Heat",1.40568586602293
6932619,"2013-14","Severe Drought",1.91336600495594
6932619,"2013-14","Optimal Flat",6.28358167850995
6932621,"2013-14","Moderate Drought",4.00012259667007
6932621,"2013-14","Optimal Bed",5.67755835670519
6932621,"2013-14","Heat",2.12467667889646
6932621,"2013-14","Severe Drought",2.27787677486632
6932621,"2013-14","Optimal Flat",5.0268272863522
6932622,"2013-14","Moderate Drought",3.67217587986527
6932622,"2013-14","Optimal Bed",5.99901925416609
6932622,"2013-14","Heat",2.07977182618136
6932622,"2013-14","Severe Drought",2.08313010114496
6932622,"2013-14","Optimal Flat",6.34523999867193
6932631,"2013-14","Moderate Drought",3.77124620244275
6932631,"2013-14","Optimal Bed",6.02351672293596
6932631,"2013-14","Heat",2.23399890503703
6932631,"2013-14","Severe Drought",2.06077737126043
6932631,"2013-14","Optimal Flat",6.20243229199373
6932636,"2013-14","Moderate Drought",3.84254108937472
6932636,"2013-14","Optimal Bed",5.87935231231981
6932636,"2013-14","Heat",1.59045987971285
6932636,"2013-14","Severe Drought",2.25309582122491
6932636,"2013-14","Optimal Flat",4.48204486919071
6932658,"2013-14","Moderate Drought",3.71730425890636
6932658,"2013-14","Optimal Bed",6.35530065955736
6932658,"2013-14","Heat",2.89822548227373
6932658,"2013-14","Severe Drought",2.18447423218035
6932658,"2013-14","Optimal Flat",6.25003374960685
6932693,"2013-14","Moderate Drought",3.3362449816463
6932693,"2013-14","Optimal Bed",5.74526791998767
6932693,"2013-14","Heat",2.30158947041521
6932693,"2013-14","Severe Drought",1.23846209115682
6932693,"2013-14","Optimal Flat",6.13363731414532
6932701,"2013-14","Moderate Drought",3.70351605704143
6932701,"2013-14","Optimal Bed",5.81900760931453
6932701,"2013-14","Heat",3.16422170151497
6932701,"2013-14","Severe Drought",2.3866660023564
6932701,"2013-14","Optimal Flat",6.40187398183244
6932716,"2013-14","Moderate Drought",3.30421055456919
6932716,"2013-14","Optimal Bed",5.76284379818283
6932716,"2013-14","Heat",1.78165480902126
6932716,"2013-14","Severe Drought",0.995876963343397
6932716,"2013-14","Optimal Flat",5.70263995682839
6932722,"2013-14","Moderate Drought",3.51596361907034
6932722,"2013-14","Optimal Bed",5.85384963384454
6932722,"2013-14","Heat",2.7190968979454
6932722,"2013-14","Severe Drought",1.24308528474797
6932722,"2013-14","Optimal Flat",6.2446652680405
6932724,"2013-14","Moderate Drought",3.60715751437533
6932724,"2013-14","Optimal Bed",5.5278350489195
6932724,"2013-14","Heat",2.1903851148149
6932724,"2013-14","Severe Drought",1.7472079101134
6932724,"2013-14","Optimal Flat",6.23093206461368
6932729,"2013-14","Moderate Drought",3.83955867419878
6932729,"2013-14","Optimal Bed",5.59723989646271
6932729,"2013-14","Heat",2.09418010072547
6932729,"2013-14","Severe Drought",2.36975215195408
6932729,"2013-14","Optimal Flat",5.99401078400565
6932730,"2013-14","Moderate Drought",4.06733016343552
6932730,"2013-14","Optimal Bed",6.55815546282423
6932730,"2013-14","Heat",2.06343189933422
6932730,"2013-14","Severe Drought",1.32044638550037
6932730,"2013-14","Optimal Flat",7.04722037635677
6932731,"2013-14","Moderate Drought",3.91859965191828
6932731,"2013-14","Optimal Bed",6.36977824241807
6932731,"2013-14","Heat",2.45944804983127
6932731,"2013-14","Severe Drought",2.48483664937525
6932731,"2013-14","Optimal Flat",5.89236591236953
6932734,"2013-14","Moderate Drought",3.88511307781638
6932734,"2013-14","Optimal Bed",5.32554075943354
6932734,"2013-14","Heat",2.79347142977181
6932734,"2013-14","Severe Drought",2.37379351984973
6932734,"2013-14","Optimal Flat",4.38058779042329
6932747,"2013-14","Moderate Drought",3.43276102266855
6932747,"2013-14","Optimal Bed",4.9872035060804
6932747,"2013-14","Heat",1.96255995111366
6932747,"2013-14","Severe Drought",1.03786420465264
6932747,"2013-14","Optimal Flat",5.72894929314868
6932756,"2013-14","Moderate Drought",3.31687106237925
6932756,"2013-14","Optimal Bed",6.10574019025063
6932756,"2013-14","Heat",2.49026416809279
6932756,"2013-14","Severe Drought",1.02418280949007
6932756,"2013-14","Optimal Flat",5.51986186378366
6932772,"2013-14","Moderate Drought",3.59383291048002
6932772,"2013-14","Optimal Bed",6.17587327079801
6932772,"2013-14","Heat",2.38094725971605
6932772,"2013-14","Severe Drought",2.8382770016965
6932772,"2013-14","Optimal Flat",5.41493681259723
6932789,"2013-14","Moderate Drought",3.56836254959239
6932789,"2013-14","Optimal Bed",6.64650040384069
6932789,"2013-14","Heat",2.20965603774249
6932789,"2013-14","Severe Drought",2.23039107679217
6932789,"2013-14","Optimal Flat",6.63466119477781
6932818,"2013-14","Moderate Drought",3.87952275307345
6932818,"2013-14","Optimal Bed",6.09686483321066
6932818,"2013-14","Heat",1.37618983856084
6932818,"2013-14","Severe Drought",2.32557992670762
6932818,"2013-14","Optimal Flat",6.28384707677954
6932821,"2013-14","Moderate Drought",4.04347158616815
6932821,"2013-14","Optimal Bed",6.18331713461699
6932821,"2013-14","Heat",2.56433902192437
6932821,"2013-14","Severe Drought",2.54723053935933
6932821,"2013-14","Optimal Flat",6.19893275784131
6932835,"2013-14","Moderate Drought",3.37737990108593
6932835,"2013-14","Optimal Bed",6.22095619748499
6932835,"2013-14","Heat",1.91782621993034
6932835,"2013-14","Severe Drought",1.56188134287514
6932835,"2013-14","Optimal Flat",6.06994151762507
6932860,"2013-14","Moderate Drought",3.39982870286128
6932860,"2013-14","Optimal Bed",7.03589521050927
6932860,"2013-14","Heat",1.97943111697489
6932860,"2013-14","Severe Drought",1.88136630386701
6932860,"2013-14","Optimal Flat",6.61338392226665
6932863,"2013-14","Moderate Drought",3.54883857606288
6932863,"2013-14","Optimal Bed",7.38034687367864
6932863,"2013-14","Heat",2.13366398133622
6932863,"2013-14","Severe Drought",1.85139317659061
6932863,"2013-14","Optimal Flat",6.00832023106837
6932894,"2013-14","Moderate Drought",3.69625930621205
6932894,"2013-14","Optimal Bed",6.97573504517673
6932894,"2013-14","Heat",2.0293516501683
6932894,"2013-14","Severe Drought",1.45075682093284
6932894,"2013-14","Optimal Flat",6.73166188629324
6932901,"2013-14","Moderate Drought",3.68513923273469
6932901,"2013-14","Optimal Bed",6.71811488378195
6932901,"2013-14","Heat",1.76806563737462
6932901,"2013-14","Severe Drought",1.59889220507495
6932901,"2013-14","Optimal Flat",6.34685240220673
6932911,"2013-14","Moderate Drought",3.91150855429289
6932911,"2013-14","Optimal Bed",6.49786144563588
6932911,"2013-14","Heat",2.29501960091779
6932911,"2013-14","Severe Drought",1.58795465137715
6932911,"2013-14","Optimal Flat",6.88411978383973
6932931,"2013-14","Moderate Drought",3.6575685357408
6932931,"2013-14","Optimal Bed",6.68389457595928
6932931,"2013-14","Heat",2.49213440304347
6932931,"2013-14","Severe Drought",2.13042672448903
6932931,"2013-14","Optimal Flat",6.568262228896
6932932,"2013-14","Moderate Drought",3.76265616538185
6932932,"2013-14","Optimal Bed",6.4535247052766
6932932,"2013-14","Heat",2.80067024218398
6932932,"2013-14","Severe Drought",2.138418052316
6932932,"2013-14","Optimal Flat",6.32576042385169
6932959,"2013-14","Moderate Drought",3.92385819698961
6932959,"2013-14","Optimal Bed",6.60726342480191
6932959,"2013-14","Heat",2.21690578802286
6932959,"2013-14","Severe Drought",1.9437773258974
6932959,"2013-14","Optimal Flat",6.3135195902341
6932961,"2013-14","Moderate Drought",3.97908705860554
6932961,"2013-14","Optimal Bed",6.25971570578267
6932961,"2013-14","Heat",2.21159836038886
6932961,"2013-14","Severe Drought",2.14515663550252
6932961,"2013-14","Optimal Flat",6.54574244135564
6932966,"2013-14","Moderate Drought",3.63866718872009
6932966,"2013-14","Optimal Bed",6.31714342658722
6932966,"2013-14","Heat",1.74914666548751
6932966,"2013-14","Severe Drought",2.24097646208355
6932966,"2013-14","Optimal Flat",5.8165422524513
6932970,"2013-14","Moderate Drought",3.79425312984868
6932970,"2013-14","Optimal Bed",6.67692412313125
6932970,"2013-14","Heat",1.93338423812242
6932970,"2013-14","Severe Drought",2.1408627773381
6932970,"2013-14","Optimal Flat",6.28085167307615
6932997,"2013-14","Moderate Drought",3.42869479211159
6932997,"2013-14","Optimal Bed",6.44494214172733
6932997,"2013-14","Heat",2.38740554333094
6932997,"2013-14","Severe Drought",1.63499897257992
6932997,"2013-14","Optimal Flat",6.29637998477779
6932999,"2013-14","Moderate Drought",3.60503081404771
6932999,"2013-14","Optimal Bed",6.0951152892539
6932999,"2013-14","Heat",2.21585600789802
6932999,"2013-14","Severe Drought",2.15582475047672
6932999,"2013-14","Optimal Flat",6.72038408136772
6933005,"2013-14","Moderate Drought",3.70043241370901
6933005,"2013-14","Optimal Bed",6.13765861817264
6933005,"2013-14","Heat",2.05266886626187
6933005,"2013-14","Severe Drought",2.41564689990571
6933005,"2013-14","Optimal Flat",5.56128504033018
6933007,"2013-14","Moderate Drought",3.55579353544602
6933007,"2013-14","Optimal Bed",5.89448170263017
6933007,"2013-14","Heat",1.468649328983
6933007,"2013-14","Severe Drought",2.0581021300606
6933007,"2013-14","Optimal Flat",5.86161644396663
6933031,"2013-14","Moderate Drought",3.75082641994876
6933031,"2013-14","Optimal Bed",6.32942676102696
